2010	51001	84
2010	39001	527
2010	42001	334
2010	51510	427
2010	42003	8500
2010	21003	168
2010	21003	168
2010	51007	94
2010	51013	610
2010	42005	344
2010	39005	766
2010	39005	766
2010	39007	571
2010	39007	571
2010	39009	664
2010	39009	664
2010	39011	184
2010	39011	184
2010	39011	184
2010	54001	16
2010	21009	383
2010	21011	81
2010	21011	81
2010	42009	150
2010	51019	177
2010	21013	387
2010	21013	387
2010	54003	722
2010	42011	2146
2010	51021	25
2010	21015	299
2010	54005	90
2010	21023	28
2010	54007	167
2010	21025	162
2010	21027	78
2010	39015	213
2010	39015	213
2010	51029	136
2010	51029	136
2010	42017	6140
2010	42017	6140
2010	21029	316
2010	39017	1825
2010	39017	1825
2010	42019	310
2010	42019	310
2010	54011	517
2010	54013	8
2010	42021	483
2010	42023	7
2010	42023	7
2010	42025	209
2010	42025	209
2010	51033	138
2010	51033	138
2010	21041	99
2010	39019	57
2010	21043	354
2010	21045	148
2010	51540	264
2010	51550	881
2010	42029	1979
2010	51041	1331
2010	51041	1331
2010	21047	439
2010	21047	439
2010	42031	221
2010	42033	218
2010	39025	752
2010	39027	455
2010	51570	190
2010	42037	131
2010	42037	131
2010	39029	341
2010	39029	341
2010	39033	218
2010	42039	433
2010	42039	433
2010	42039	433
2010	21055	34
2010	39035	3556
2010	39035	3556
2010	39035	3556
2010	51590	332
2010	42043	2575
2010	21059	591
2010	39039	589
2010	39039	589
2010	39041	1774
2010	42045	4534
2010	42045	4534
2010	51051	103
2010	54017	16
2010	39043	552
2010	39043	552
2010	42049	1570
2010	51057	94
2010	51059	3337
2010	51059	3337
2010	51001	84
2010	21001	88
2010	42001	334
2010	51003	282
2010	51003	282
2010	51005	154
2010	51005	154
2010	42003	8500
2010	42003	8500
2010	39003	580
2010	51007	94
2010	51009	411
2010	51013	610
2010	39005	766
2010	39011	184
2010	51015	344
2010	21009	383
2010	21009	383
2010	51017	40
2010	42007	625
2010	42007	625
2010	42009	150
2010	51019	177
2010	21013	387
2010	39013	231
2010	54003	722
2010	51021	25
2010	51021	25
2010	21015	299
2010	21015	299
2010	21017	161
2010	21019	504
2010	21019	504
2010	21021	200
2010	21021	200
2010	21025	162
2010	51520	276
2010	39015	213
2010	51027	185
2010	42017	6140
2010	51530	44
2010	21029	316
2010	21035	97
2010	42023	7
2010	21037	852
2010	51031	209
2010	51031	209
2010	51035	166
2010	21043	354
2010	21043	354
2010	21043	354
2010	42027	1028
2010	39021	214
2010	51540	264
2010	51550	881
2010	42029	1979
2010	42029	1979
2010	21049	214
2010	51043	35
2010	21051	208
2010	42033	218
2010	42033	218
2010	39025	752
2010	21053	75
2010	39027	455
2010	39027	455
2010	42035	118
2010	51570	190
2010	51570	190
2010	51570	190
2010	39031	75
2010	51045	69
2010	42039	433
2010	42039	433
2010	51047	492
2010	51047	492
2010	21057	17
2010	51049	64
2010	39035	3556
2010	39037	156
2010	42043	2575
2010	42043	2575
2010	42043	2575
2010	21059	591
2010	39041	1774
2010	42045	4534
2010	51051	103
2010	51051	103
2010	51053	131
2010	21063	91
2010	39043	552
2010	39043	552
2010	39043	552
2010	42049	1570
2010	51057	94
2010	51059	3337
2010	51059	3337
2010	51600	148
2010	51600	148
2010	39045	846
2010	51003	282
2010	51510	427
2010	51005	154
2010	51005	154
2010	42003	8500
2010	42003	8500
2010	39003	580
2010	39003	580
2010	51009	411
2010	51009	411
2010	21005	98
2010	21005	98
2010	21005	98
2010	42005	344
2010	42005	344
2010	39009	664
2010	51015	344
2010	21009	383
2010	21011	81
2010	42007	625
2010	51515	4
2010	21013	387
2010	39013	231
2010	54003	722
2010	42011	2146
2010	42011	2146
2010	42013	662
2010	51023	175
2010	51023	175
2010	21017	161
2010	21019	504
2010	42015	145
2010	42015	145
2010	42015	145
2010	42015	145
2010	21025	162
2010	21025	162
2010	21025	162
2010	51027	185
2010	42017	6140
2010	42017	6140
2010	42017	6140
2010	42017	6140
2010	21029	316
2010	21029	316
2010	39017	1825
2010	54013	8
2010	54013	8
2010	42021	483
2010	51031	209
2010	51033	138
2010	39019	57
2010	51035	166
2010	21043	354
2010	21043	354
2010	39021	214
2010	39021	214
2010	51037	75
2010	51037	75
2010	51540	264
2010	51550	881
2010	51550	881
2010	51550	881
2010	42029	1979
2010	51041	1331
2010	51041	1331
2010	21047	439
2010	42031	221
2010	42031	221
2010	21049	214
2010	51043	35
2010	42033	218
2010	39025	752
2010	39025	752
2010	39027	455
2010	39027	455
2010	42035	118
2010	39029	341
2010	39029	341
2010	51045	69
2010	51045	69
2010	39033	218
2010	39033	218
2010	42039	433
2010	42041	310
2010	51049	64
2010	39035	3556
2010	39035	3556
2010	39039	589
2010	39041	1774
2010	42045	4534
2010	51051	103
2010	51053	131
2010	42047	123
2010	51595	91
2010	42049	1570
2010	42049	1570
2010	51057	94
2010	21065	85
2010	21065	85
2010	51001	84
2010	39001	527
2010	39001	527
2010	39001	527
2010	42001	334
2010	51510	427
2010	51007	94
2010	51007	94
2010	51009	411
2010	51009	411
2010	21005	98
2010	51013	610
2010	51013	610
2010	39005	766
2010	39005	766
2010	39007	571
2010	39007	571
2010	39009	664
2010	39009	664
2010	39011	184
2010	51015	344
2010	51015	344
2010	21009	383
2010	21009	383
2010	21009	383
2010	21013	387
2010	21013	387
2010	21013	387
2010	54003	722
2010	54003	722
2010	42011	2146
2010	42013	662
2010	51021	25
2010	21015	299
2010	54005	90
2010	51023	175
2010	21017	161
2010	21019	504
2010	21019	504
2010	21023	28
2010	54007	167
2010	51520	276
2010	51520	276
2010	54009	9
2010	39015	213
2010	39015	213
2010	51027	185
2010	51029	136
2010	51530	44
2010	51530	44
2010	21031	102
2010	39017	1825
2010	39017	1825
2010	42019	310
2010	42019	310
2010	54011	517
2010	42021	483
2010	42021	483
2010	21037	852
2010	42025	209
2010	21039	26
2010	21041	99
2010	21041	99
2010	21043	354
2010	21045	148
2010	39021	214
2010	51540	264
2010	51041	1331
2010	42031	221
2010	42031	221
2010	21049	214
2010	39023	186
2010	39023	186
2010	51043	35
2010	54015	50
2010	42033	218
2010	21053	75
2010	51570	190
2010	42037	131
2010	39031	75
2010	39031	75
2010	51045	69
2010	39033	218
2010	42039	433
2010	42039	433
2010	21057	17
2010	51049	64
2010	39035	3556
2010	39035	3556
2010	39035	3556
2010	51590	332
2010	39037	156
2010	39037	156
2010	39037	156
2010	42043	2575
2010	42043	2575
2010	21059	591
2010	39039	589
2010	42045	4534
2010	42045	4534
2010	42045	4534
2010	21001	88
2010	42001	334
2010	51003	282
2010	51003	282
2010	51510	427
2010	42003	8500
2010	39003	580
2010	39003	580
2010	51007	94
2010	51009	411
2010	51013	610
2010	42005	344
2010	39005	766
2010	39005	766
2010	39007	571
2010	39009	664
2010	21007	24
2010	21011	81
2010	42007	625
2010	42007	625
2010	21013	387
2010	21013	387
2010	39013	231
2010	54003	722
2010	42011	2146
2010	42011	2146
2010	42013	662
2010	42013	662
2010	42013	662
2010	42013	662
2010	21015	299
2010	21015	299
2010	51023	175
2010	51023	175
2010	21017	161
2010	21021	200
2010	54007	167
2010	21025	162
2010	21027	78
2010	39015	213
2010	39015	213
2010	51025	131
2010	51027	185
2010	51027	185
2010	51029	136
2010	51029	136
2010	42017	6140
2010	51530	44
2010	39017	1825
2010	54011	517
2010	21033	78
2010	42021	483
2010	42021	483
2010	21037	852
2010	21037	852
2010	21037	852
2010	51031	209
2010	42025	209
2010	21039	26
2010	21041	99
2010	39019	57
2010	51035	166
2010	21045	148
2010	42027	1028
2010	51550	881
2010	51550	881
2010	42029	1979
2010	51041	1331
2010	51041	1331
2010	21047	439
2010	21047	439
2010	21049	214
2010	39023	186
2010	21051	208
2010	42033	218
2010	39025	752
2010	21053	75
2010	42035	118
2010	42035	118
2010	51570	190
2010	51570	190
2010	39029	341
2010	39029	341
2010	42039	433
2010	21055	34
2010	51047	492
2010	51047	492
2010	42041	310
2010	51590	332
2010	51590	332
2010	39039	589
2010	39039	589
2010	39041	1774
2010	39041	1774
2010	42045	4534
2010	42045	4534
2010	42045	4534
2010	54017	16
2010	21063	91
2010	39043	552
2010	39001	527
2010	39001	527
2010	39001	527
2010	42001	334
2010	51003	282
2010	51510	427
2010	51005	154
2010	51005	154
2010	42003	8500
2010	42003	8500
2010	42003	8500
2010	21003	168
2010	21003	168
2010	39003	580
2010	51013	610
2010	51013	610
2010	39005	766
2010	39005	766
2010	39007	571
